   0 272  2000.1018066    463798 335914.09      5.62     87.41      7.69      7.82     87.26      9.90     11.21
   0 273  2000.1289062    467070 338817.81      5.40     87.83      7.13      7.59     87.75      9.35     10.94
   0 274  2000.1560059    466408 337797.09      7.24     90.30      7.01      9.48     90.11      9.24     11.05
   0 275  2000.1831055    455184 329069.19      7.29     90.85      7.08      9.55     90.66      9.33     11.32
   0 276  2000.2102051    466183 336646.59      6.71     91.24      7.18      8.97     90.98      9.43     11.59
   0 277  2000.2373047    464107 334536.91      8.99     92.45      7.05     11.26     92.23      9.32     11.68
 999 278  2000.2644043    270654 197643.50      4.99     99.08      6.50      7.24     98.86      8.78     11.37
   0 279  2000.2915039    465600 336663.50      6.91     90.51      5.58      9.19     90.36      7.87     10.74
   0 280  2000.3186035    462874 334622.31      5.33     90.58      4.59      7.64     90.43      6.89     10.08
   0 281  2000.3457031    465053 336129.00      1.97     89.28      3.79      4.28     89.04      6.10      9.61
   0 282  2000.3728027    463507 336310.81      2.00     89.57      3.45      4.31     89.45      5.76      9.57
   0 283  2000.3997803    464170 336549.91      2.78     87.96      3.07      5.09     88.01      5.39      9.42
   0 284  2000.4268799    463085 337005.50      4.04     87.00      3.08      6.37     87.04      5.40      9.53
